客户名称,方案名称,不同价格,价格名称,价格变化,在保情况
上海谨帮劳务派遣有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3900",1-4类,有变化,当前在保
上海谨帮劳务派遣有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3900",1-4类,有变化,当前在保
美聘企业服务外包（上海）有限公司,易久保-雇主责任险-方案三-60万6%,"12500, 15000",5类以上,有变化,当前在保
上海鸣升劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 8000",1-4类,有变化,不在保
芜湖和弘人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4200",1-4类,有变化,当前在保
江西嘉学人力资源有限公司平湖分公司,易久保-雇主责任险-方案五-80万6%,"3800, 4000, 4500",1-4类,有变化,当前在保
江西嘉学人力资源有限公司平湖分公司,易久保-雇主责任险-方案五-80万6%,"3800, 4000, 4500",1-4类,有变化,当前在保
江西嘉学人力资源有限公司平湖分公司,易久保-雇主责任险-方案五-80万6%,"3800, 4000, 4500",1-4类,有变化,当前在保
江西嘉学人力资源有限公司平湖分公司,易久保-雇主责任险-方案五-80万6%,"3800, 4000, 4500",1-4类,有变化,当前在保
上海颍允实业有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 7200",1-4类,有变化,不在保
江苏顺利外包服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5400",1-4类,有变化,不在保
江苏至行供应链管理有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5000",1-4类,有变化,当前在保
上海陌开劳务服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
上海陌开劳务服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
江苏至行供应链管理有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5000",1-4类,有变化,当前在保
江苏至行供应链管理有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5000",1-4类,有变化,当前在保
江苏老潘人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,当前在保
常州科瑞尔服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5830",1-4类,有变化,当前在保
常州科瑞尔服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5830",1-4类,有变化,当前在保
芜湖和弘人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4200",1-4类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5850",1-4类,有变化,当前在保
苏州周周保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5850",1-4类,有变化,当前在保
美聘企业服务外包（上海）有限公司,易久保-雇主责任险-方案三-60万6%,"12500, 15000",5类以上,有变化,当前在保
美聘企业服务外包（上海）有限公司,易久保-雇主责任险-方案三-60万6%,"12500, 15000",5类以上,有变化,当前在保
江西尚思人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"6700, 8040",1-4类,有变化,当前在保
山东仁才创效人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
山东仁才创效人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
山东仁才创效人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 5500",1-4类,有变化,当前在保
山东仁才创效人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5500",1-4类,有变化,当前在保
东台市鼎尚劳务有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 6000, 7000",1-4类,有变化,不在保
江西尚思人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"6700, 8040",1-4类,有变化,当前在保
江西尚思人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"4700, 5640",1-4类,有变化,当前在保
江西尚思人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"4700, 5640",1-4类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"9000, 11700",5类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"9000, 11700",5类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"9000, 11700",5类,有变化,当前在保
上海鼎帮人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5850",1-4类,有变化,当前在保
苏州三众人力资源管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,不在保
江苏老潘人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,当前在保
苏州中润人力资源服务有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 6300",1-4类,有变化,当前在保
苏州中润人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易久保-雇主责任险-方案三-60万6%,"4500, 5000",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易久保-雇主责任险-方案三-60万6%,"4500, 5000",1-4类,有变化,当前在保
上海赞潮劳务派遣服务有限公司,易久保-雇主责任险-方案二-30万10%,"2000, 2600",1-4类,有变化,当前在保
上海赞潮劳务派遣服务有限公司,易久保-雇主责任险-方案二-30万10%,"2000, 2600",1-4类,有变化,当前在保
上海赞潮劳务派遣服务有限公司,易久保-雇主责任险-方案二-30万10%,"2000, 2600",1-4类,有变化,当前在保
上海赞潮劳务派遣服务有限公司,易久保-雇主责任险-方案二-30万10%,"2000, 2600",1-4类,有变化,当前在保
苏州刊浱企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"5500, 6500",1-4类,有变化,不在保
江苏康众易工外包服务集团有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5000",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5000",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 2800",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 2800",1-4类,有变化,当前在保
苏州周周保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
苏州周周保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
苏州周周保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
苏州周周保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
江苏普海文化传播有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 3600",1-4类,有变化,当前在保
江苏普海文化传播有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 3600",1-4类,有变化,当前在保
上海达益劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,"5500, 6050",1-4类,有变化,当前在保
苏州优启服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州中润人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
苏州中润人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4200, 6300",1-4类,有变化,当前在保
常熟市明德人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6000",1-4类,有变化,不在保
上海金洋劳务派遣有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
上海金洋劳务派遣有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
苏州优启服务外包有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州优启服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
上海达益劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,"5500, 6050",1-4类,有变化,当前在保
苏州优启服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州优清保洁有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州优清保洁有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州优清保洁有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州优清保洁有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 6300",1-4类,有变化,当前在保
苏州保保乐企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,"6500, 7000",1-4类,有变化,不在保
湖北皖信祥源人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"1200, 1350",1-4类,有变化,当前在保
湖北皖信祥源人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"1200, 1350",1-4类,有变化,当前在保
上海良储盛利捷餐饮管理有限公司,易康项目-雇主责任险-方案一-80万10%,"1500, 1800, 2880",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"5000, 5500",5类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案一-80万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案四-60万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案四-60万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"2000, 2200",1-4类,有变化,当前在保
沪科愿景（上海）人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,"9200, 12880",5类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,"9200, 12880",5类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,"9200, 12880",5类,有变化,当前在保
浙江永康诚捷人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4025",1-4类,有变化,当前在保
浙江永康诚捷人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4025",1-4类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"9200, 12880",5类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"9200, 12880",5类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"9200, 12880",5类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案三-100万10%,"2000, 2200",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"5000, 5500",5类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,"4700, 6580",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案四-60万10%,"5000, 5500",5类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案三-100万10%,"3500, 3850",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案一-80万10%,"3500, 3850",1-4类,有变化,当前在保
嘉兴锦泽人力资源有限公司安庆分公司,易康项目-雇主责任险-方案一-80万10%,"3500, 3850",1-4类,有变化,当前在保
